gender,message
female,Looking for Saturday pass!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> buy for sunday if i have to too!
male,Leaving Vegas to LA Monday morning around 6am if anyone needs a ride home! All I ask for is gas money and good vibes! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>
female,"Saturday taking a picture with our flag at boombox cartel ! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BE><ed><U+00B6><U+0084>Come bring your flag and take a picture with the Mexico edc cheerleader <ed><U+00A0><U+00BC><ed><U+00B7><U+00B2><ed><U+00A0><U+00BC><ed><U+00B7><U+00BD>"
male,Can I shower with the wristband on ? Lol
female,EDC LV. If anyone went to Galantis set and recorded a proposal please post (: thanks <U+270C> #HappyBrideToBe
male,Looking for 1 Sunday bracelet.
male,Who else is rolling solo today!!
female,Reshare
male,"Hands up if you're in the traffic jam! 
:D"
male,Looking for Saturday Sunday wrist band ? At Vegas right now
male,https://soundcloud.com/tableofcontents/better-left-unsaid-coverwritten-by-elisha-nims-produced-and-recorded-by-tableofcontents
male,"For those who are driving to the venue, when is a good time to start heading there from the strip for GA parking (read that traffic is awful)? Thanks a bunch!"
female,"one GA pass
$300 - Concord, CA

Selling one GA pass for $300 or 2 for $500. If you need shuttle passes too, I have 2 shuttle passes departing near circus circus 1 for $60 or 2 for $100. Roundtrip for sat and sun."
male,Ps4 for edc wristband?
male,Phiso b2b ponicz absolutely efffin killed it...
male,"Calling out Shei Ac. She was selling tickets via paypal for $350, will call at box office. You get to the box office and they say she ordered a number of tickets, sold them to people, then filed a fraud charge and cancelled the ticket orders to get her money back from insomniac and keep what people payed. I'm getting written/solid proof of this for anyone else who falls victim that way you can reverse the PayPal transactions with ease."
male,Looking for 2 Saturday Only passes!!!!
male,<ed><U+00A0><U+00BD><ed><U+00BA><U+00A7><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Fucking Lit<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00BA><U+00A7>
male,I am selling two Premier shuttle passes. Can pick them up at the Mirage.
female,Hey guys I lost my edc wristband! Does anyone have a wristband I can buy now at the linq
male,3 hrs to get here holy shit .... this traffic is nuts
female,What's the line like at village?
female,Is anyone heading up to Vegas on Saturday night to go Sunday from LA!? :) I don't wanna drive alone!
male,Use this Lyft code download the app and input code under promos for a hugely discounted ride!
male,"Hey throwing a party at my place for edc since I couldn't go !!! 
Anyone interested DM ME FOR DEETS  !! 
Bring party favors (: <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>

NOT FAR FROM THE STRIP"
female,Hey if you guys see us in the Dino suits use #EDCdinos on instagram! <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>
female,Looking for 3 friday tikets cash in hand at speedway at the premier parking lot.please message !!!!
female,Really Cool!
male,"Hey guys, my friend lost her wristband - does anyone know if there will be people selling tickets at the door at edc?"
male,Friday wristbands pm
female,ISO: still looking for TWO Sunday GA. pm me.
female,That moment you get up to the scanner for your ticket and you get a green light !!! Woohoo. Can't wait to meet you lovely people
male,Anybody have a 3 day pass?
female,"I'm getting ready and excited to drive EDC!! Remember to download BOTH rideshare apps and use the following codes for FREE RIDES!!

New users use these codes:

Lyft: BATTLEBORNLYFT 
Uber: ZDRG6P1SUE 

EXISTING Lyft users use this code:
Lyft: RIDEEDC (This will get existing users 50% off (up to $8 per ride) your next two trips. 

*These codes can be used multiple times. You should have everyone in your group download the apps and use the codes, and once everyone has used the new user codes, then use the existing Lyft code and most of your rides SHOULD be close to FREE! No one wants to deal with the cops so play it safe and take an Uber or Lyft to #edc #electricdaisycarnival #edc2017 #edcvegas2017"
female,When are you arriving to Vegas for EDC & where ya coming from?
male,"Anyone in Oregon headed to EDC? Ride bailed and I am str8 hitchhiking lol, makes for one hell of a story! On I5 south of roseburg if you got a spot! Happy trails y'all!"
male,"A ticket for tmr wanted!!!
Contact me asap if u have one!"
female,"Hello to all Festival Lovers,
This is my first EDC after Tomorrowland, Ade, Asot, umf.
This post is for the one that coming to the Edc and not planing to drink or to take drugs
(I know it's a rear thing. LOL)
I'm planing to arrive to the Edc with my car (to save the traffic with the shuttles) and I also have the premiere parking that give all this car passengers fast entering to the venue.
My offer is this, I'm willing to take max 3 more ravers that will enjoy from free  transportation and fast entering to the venue, all they need to do is to drive for me the both way to the speedway.
I'm really hoping to find that kinda of ravers.
If you r interested send a message."
female,Looking for 2 Saturday Sunday pass pm me
female,"Hey guys, kinda need some help! 
First time at edc and me and my friends got the linq shuttle pass!l and we're wondering where we are supposed to go to get on the shuttle bus? And what time?"
female,this EDC get made all the way up with this gorgeous hair and makeup by Breonca Ganae to book your cover the basics Bre!!!! full face of makeup just click the link in the bio of my business page Brevamped702 and head to my website#vegaswedding#brevamped #lasvegasweddings #702 ##702makeup #702makeupartist#vegas #vegasnightlife #vegasmua#lasvegasweddings #prommakeupartist #awildhairvegasmakeupartist
female,"Edc ga ticket
$400

Edc ga ticket for sale $400"
male,Looking For at Saturday and Sunday Or Just Sunday Ticket HMU!! Have $$$
male,Anyone not going to Edc tn?
female,"My bff is looking for a Saturday ticket and also a shuttle pass for sat/sun. 

Any chance anyone is selling one or the other? <U+2728>"
male,"Have fun everyone! 
Be safe! 
Wish I could make it this year to rave with you guys. Post some family photos for those of us that couldn't make it!"
male,"One braclet left , haven't been register , hit me up for info <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+262E><U+FE0F>"
female,Check this out for free Ride codes for new AND EXISTING users if Lyft and Uber to get to EDC! I'll be out with AMAZING complimentary amenities for all the Ravers <ed><U+00A0><U+00BD><ed><U+00B2><U+009D><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>PLUR<ed><U+00A0><U+00BD><ed><U+00B2><U+009D><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>
female,My friend  is selling his own  made whisky. Dm me if interested.  Its very smooth just let me know we have sample. Look it up online its called GOLD BAR!
male,Need a promoter to help me with booking a spot this weekend. Asap. Who in the group has connections?
male,"Friday's ticket
$220 - San Diego, CA

Friday's ticket $220 obo deposit required to insure I get the wristbands back before 8am otherwise I will use the deposit to get a replacement 
Pm if interested"
male,"Looking for a Friday ticket, hmu"
male,"What's up PLUR Fam
 

Anyone still need a place to call home for the weekend.. hmu"
female,"I'm looking for the devils lettuce anybody know how I can find some ?
HMU ?"
male,Can my friend pick up my pass for me at will call or do I have to be there myself.
female,On what hand does your wrist band go on ?
male,"Looking for edc Friday

9254469882"
male,Michael Alex has officially landed!
male,Flying from Seattle to Vegas now! See you soon!!
female,Is every club on the strip dress code?
male,Need shuttle passes who got em?
female,"Need two shuttle passes, pleeeease!"
male,Who is leaving from MGM??
male,Do camel packs have to be empty??? Or can we fill with ice???
male,"Where do I go to get a replacement wristband, a friend of mine Fucked his up. And we don't know what to do."
male,Anyone willing to trade a linq shuttle pass for a downtown shuttle pass only. Text me 915-637-6774.
female,Gorgeous Ladies I need your help! Any of you staying at CircusCircus would help me with putting my eyelashes on? If you have the glue it would be super awesome
male,"I have 100$ a I phone 6s plus unlocked good condition 68gb , plus a Michael Vick jersey trade for two edc tickets, HMU thoooo if interested <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
female,Looking for a shuttle pass from MGM!
female,Where at the Mandalay Bay is will call
male,Stay safe and drink plenty of water!
male,Stay hydrated people! I can't stress this enough!
male,"For $20 in ride credit, download the Lyft app using my referral link: https://www.lyft.com/i/JOHN641241. It's the most affordable ride in town. Terms apply."
male,PARTY BUSSES TO EDC !! BYOB . Pick up times are 7pm and 9pm there and 3am and 5 am back . Dm me for info
female,Looking for a 3 day ticket! Pm pls
male,"one edc ticket
$420 - Las Vegas Strip

Selling one edc ticket. Fv. Msg me if you are interested."
male,3-day VIP pass $600
female,Anyone selling a 3 day pass?
female,who wants to come n play beer pong venetian
female,Get painted for EDC
male,"High Roller tickets
$60 - Las Vegas, NV

High Roller tickets 2 for $60"
male,"So many asian girls lol
Feels like heaven!!! :D"
female,If I have to UBER to the venue from Cancun resort how long should I plan for it to take. First time to EDC and we are still a couple hrs out. Really hoping to not miss Ghastly at 10. :/
female,i need one 3 day GA. give me your best guys! our last person bailed on us <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>
female,"LOOKING FOR:

2 FRIDAY/SATURDAY TICKETS
1 3 DAY (OR 3 3 DAY)

Reasonable prices!!
In Vegas now will pick up."
female,"For those big friends group
Check out festiie smart wristband"
female,Hey guys! Does anyone know of anyone selling more EDC Tickets?
male,Hey all! Does anyone have a OneAndOnly shuttle pass for sale?! We've been trying to get a hold of them for days now and no luck! My crew has their shuttle passes for them and I'd like to be on the same one!
female,I got 2 shuttle passes from downtown for sale!
female,"2 x EDC shuttle passes downtown
$180 - Pasadena, CA

have 2 x edc shuttle passes from downtown for sale"
female,Selling wristband for 1 GA $400 in San Diego area! Message me if interested:) Also have a downtown shuttle pass!
male,"Linq shuttle
$150 - San Francisco, CA

My friend is selling a Linq shuttle pass $150 obo!"
male,I'm looking for 1 edc ticket can meet in vegas!
female,Selling 2 three day general admission to edc Las Vegas. Need to get rid of them. 725
male,WHOS LOOKING OR NEEDING EDC TICKETS?
male,Village lot shuttle pass 80$ dm
female,"Does anyone know where I might could find and buy a big red, purple or black bow on the strip?"
male,Looking for 2 more edc passes and a festival ground shuttle pass
male,Looking for LV Village shuttle pass
male,Is will-call still at the flamingo?
male,"2018 EDC Hotel deals start JULY 1st!

Book early and get your room for 1/2 the price most people are paying now!

If the dates change you can always rebook.  You have up until 14 days prior to check in to cancel.

We will always offer the better rate, meaning if you find a cheaper rate, send the link and we WILL beat that rate for you!

***Group rates are available and we do have hotels that are 420 friendly

www.HotelsEDCLasVegas.com

Sponsored by: Hotels EDC Las Vegas
EDC Las Vegas 2018 Hotels"
female,Selling 1 Sunday wristband... I'm located at Westin
female,Looking for one ticket for tonight and sell three ticket for Sunday edc
male,Use firechat people when at EdC dont need Internet connect with friends.
female,Looking for VIP primer parking pass. Msg me please.
female,"Where is the Insomaniac ticket sales office on the strip? After being semi-scammed, I need to buy a ticket directly from the source."
female,Anybody needs an MGM shuttle pass.
female,Can you guys tell me where at the luxor the iheart raves pop up is? There are so many entrances.
female,"Why'd I choose to stay at circus circus... 
the attitude on the employees and the elevators <ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083> 
If it's not to late, change your reservations do it. Trust me. <ed><U+00A0><U+00BD><ed><U+00B9><U+0088>"
male,Does anyone have any extra space at the Trump hotel? I'm willing to pay for my part. Room feel through with some of my friends. I'm a very good trust worthy guy.  Inbox me
male,"lol everyone thinks they are LYFT drivers now <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 

Unless the car is certified by the city (has a CPCN # on their back bumper) it's illegal to pay strangers for rides to and from EDC.  These rides should be free of charge.  There's no guarantee on these people at all.  That's a major risk getting into a car with someone random like this.

You have multiple agencies here in town that are still offering good deals round trip.  

Don't get scammed by unlicensed drivers!
Use this code for discounted LYFT rides:
https://lyft.com/ici/SCOTT04707?ph=17022364261"
male,Anyone selling 2 ga 3 day tix?
male,Hey everyone! If you want to spuce up yoyr adventure click the link below and try my inofficial fan made scavenger hunt for EDC 2017!!! It's set up thru the goosechase app for Apple and android!!! 
male,ISO two 3 day tickets ! Comment or message me and let me know what you have and price <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>
male,For those that burn and don't tan <U+2609><ed><U+00A0><U+00BC><ed><U+00BC><U+00A1>
female,Who else is riding solo to EDC ?
female,Anyone staying at the linq have little rubber bands?? I'll pay you <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>
female,"Selling a down town shuttle pass, or willing to trade for a village pass"
male,https://lyft.com/ici/SCOTT04707?ph=17022364261
female,Anyone selling two shuttle passes ?? Need two
female,"Selling a down town shuttle pass, or willing to trade for a village pass"
female,Armin was was amazing last night!
female,"Any of you souls need a place to stay until the 20th I have a room available  for 300 i paid for it already bit I'm staying elsewhere and need to at least get my money back but my lose will be a tremendous gain for you especially  the prices for rooms now until the 20th. Don't miss out hmu asap 
 
Ps I do have booking confirmation. <ed><U+00A0><U+00BE><ed><U+00B4><U+0099><ed><U+00A0><U+00BE><ed><U+00B4><U+0099>"
male,"What's good fam, 

Just checking into our room and we have an extra queen bed up for grabs from Friday to Monday! Message me for the details!

Thanks, safe travels, and see you at EDC!<ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
male,Need 2 3 day passes cash ready local as well
male,"Hey guys,

I just had a really bad breakup with my ex-girlfriend and my heart is ripped apart. I'm in the darkest place I've ever been and it's killing the excitement I've had for EDC. I've been waiting to come for 3 years now and I'm coming alone to celebrate my 21st. None of my friends saved up. Not looking to get trashed or anything, I'm just wondering if there's any of you out there that'd be willing to meet up at EDC so I don't feel so damn lonely.

Sorry if this sounds pathetic.
<U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B6><U+0090><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>"
male,Looking for 2 ga passes.
female,"Any shuttle pass for sale? 
Any village lot?"
male,Anyone have one ticket for today?
female,Encore was so lit....tag yourself if you went!!!
female,Need to trade my Downtown Shuttle for a Linq Shuttle or LV Festival Grounds Shuttle
male,In sudden desperate need of an audio cable (headphone-aux to red/white audio)  where all can I buy one in Vegas? We staying at the mainstreet station.
female,Who's staying at Circus Circus and wants to pregame?
female,Best time to Lineup for shuttle???
female,"It's EDC Day. Just a reminder to everyone who chooses to party under the influence and finds themselves in need of care. The medical crew at EDC is so high end that they basically built a mini emergency room on site. If you need care, you will not be arrested for what you consume or for the age you are while you took it. You will not be kicked out of the festival. And, you won't have to pay for onsite treatment - even if you don't have insurance or are from out of the country.

If you feel dizzy, head-achey, nauseated, dry, or your mouth is sticky, you may be dehydrated or have heat exhaustion. Do not take this lightly - especially if you plan to go under the influence.

If you are unsure if you should go to medical, or need ANY kind of help, snag a Ground Control staff member in a purple shirt with angel wings on the back. They are there for you. 
And if you're having a hard time, the Oasis is not only there for you, but there are counselors there specifically so you can talk to someone in private.

Have fun and be safe :)"
male,I have one ticket for Saturday and Sunday. Shoot me an offer if interested
male,Make The Apothecary Shoppe your #EDC stop & spin to win free prizes that could include a free eighth! Going on all weekend long 12-6pm! #edc2017 #edclasvegas #medicalmarijuana
female,Does anyone know where the will call is for the shuttle pass across from the Luxor?
male,In Vegas. Need 1 GA. Willing to pay $350 or 1 Friday only for $130 plus deposit
female,Do I really need a hydration pack??
male,Hi! I have a Linq shuttle pass that I'm looking to trade for an LVV shuttle pass.
female,My bff is looking for a 3 Day GA. Last minute trip. Anyone selling? <U+2728>
male,Some of you people are stupid for talking about/asking for drugs. What a bunch of rookies
male,First time going to edc. How bad is security? I have stash boxers. Am I good?
male,"Selling kandi, kandi supplies ( bunch of string, beads in bags and box 12Wx12Lx6D half full of beads), all the made kandi, insomniac bag and rave hood( goes down the about the knees.... everything in the pictures... PM me

Gunna try one last time or message about what your interested in( mickey and minnie is not part of it, sowwy)"
male,"unregistered VIP
$650 - Urbana, OH

I have an unregistered VIP ticket - $650"
female,Free Dolewhip with your wristband. You won't regret going here!
male,Who has a day pass for today? My home girls ticket fell through. Let me know how much
male,No dust masks allowed?! Seriously?
female,"Looking for 1 edc ticket, I'm in Vegas I can pick it up, lmk price."
male,Any promoters selling tickets for encore beach club today?
male,Need 2 GA tickets!!!
female,"If there's any other solo ladies that would like to join our group of girls just lmk! I can also give you a ride I have 4 seats in my car. <U+2764> 
Stay safe girls!"
male,Who flying from San Antonio today ?!?!
female,Anyone selling a Friday pass?
male,Anyone selling their village shuttle pass?
female,We still have spot in our big Bus RV. We park at hitch and post 5mile away to edc. Dm me if your looking a place to stay.
male,anyone still selling a 3 day pass or maybe even a 2 or 1 day pass for a pretty reasonable price? lmk
male,I need a Vegas village pass please help!!!
female,Friends I need one more Saturday or Sat/Sunday pass please!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> HAALLLPP.
male,Driving from San Diego to Las Vegas today Friday leaving around 10-12pm. Hit me up if interested have room for 4 people comfortably. Depending on the amount of stuff each person will bring might be able to pull up the 3rd seat for 2 more stops total of 5. 760-807-7401
female,Uber or taxi from the airport??
male,Will trade 2 GA wristbands for 1 VIP
male,Anyone need a Sunday ticket?
female,Who's all staying at the platinum? <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BE><ed><U+00B5><U+0083> lets all meet up<ed><U+00A0><U+00BD><ed><U+00B1><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
male,anyone selling a ticket for sunday only? pm me pls
male,Anyone wanna do the Tao pool party today?
female,Anyone down to meet up inside for a EDC group safety meeting?
male,Is anyone coming from San Diego or Orange County that have extra room in their car and room. Shit fell through and I ended up going home i still want to go! I'll throw in cash
male,Who wants to party with golden state tonight in Vegas hit me up<ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><ed><U+00A0><U+00BC><ed><U+00BD><U+00B8><ed><U+00A0><U+00BC><ed><U+00BD><U+00B8><ed><U+00A0><U+00BC><ed><U+00BD><U+00B9><ed><U+00A0><U+00BC><ed><U+00BD><U+00B9><ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>
female,Does anyone know when the shuttles depart and how soon I should line up?
male,"Need two Sunday wristbands, please!"
female,Looking for 1 EDC ticket!  Will be willing to come to you.  Throw down your best offer?
male,Link me some <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> tracks for this drive.
female,"Don't forget to download your free Uber and Lyft apps to get you to and from the festival! Driving in Vegas can be a drag, especially if you've been partying and/or have favors on you! 

Use these codes for FREE rides for first time riders!!

Lyft: BATTLEBORNLYFT 
Uber: ZDRG6P1SUE 

What you can do is have EVERYONE download BOTH apps and you can ALL use these same codes to get FREE RIDES!!"
female,Looking for Sunday tickets...
male,I am interested in buying a Saturday and Sunday wristband from those that cant make it. Pls message me. Will meet you in Vegas.
male,Selling two Sunday passes !! Msg me for info.
male,"My sister wants to wear flip flops to EDC.... I've never been there, but this is a bad idea, right? Back me up please!

EDIT: Now she wants to know about wearing Uggs"
male,"Driving from Los Angeles to Las Vegas today around noon to meet my crew. I'll be in the OC at some point picking up my Benz. Friendly, fun, and chill guy.

Have 2-3 spots open."
male,"To my EDC family. Here's the thing about shuttle busses. They have set pick up times at set places and when you don't show up on time because the set pick up spot is a long walk from where you're staying and you've been partying....you get screwed. You don't get you're money back. Plus when they leave EDC, they don't leave until they're full with people so you gotta wait forever.  We don't have set times and places. We come to you whenever you want. We pick you up wherever you want. We don't fuck around ;) We get you there and back right from your hotel. Be part of our family. Peace Of mind."
male,Hey what's up fam me and my homie are looking for 2 extra ppl that wanna want to save extra hundred dollors on a hotel we can share a room with we are staying at the Arizona Charlie's Boulder and $97 for the whole weekend hit me up asap or dm if interested
male,"So my girlfriend and I can't make it to EDC on Sunday. If anyone's interested we'll be selling 2 Sunday tickets for $250 and 2 shuttle tickets for $70 from Las Vegas village. If you want both the 2 tickets and two shuttle passes for Sunday, $320!"
male,Who are they! Tag them find them ! Spotted some ravers on the way !!<ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
male,"Parties? Lmao me and 2 other boys, we supa cool not cute tho. Oscar"
male,Home stretch! Might be in just in time for Kaskade! <ed><U+00A0><U+00BD><ed><U+00B8><U+008F> Gotta cut off another hour though.
male,Above & Beyond
male,"Free Rider Credit from Lyft!

https://www.lyft.com/invite/EDCVIP

First Time Riders Only.  Lyft is like Uber."
male,Hit me up for free entry to omnia night club!!!!!
male,"Have a open spot in the Tropicana, payed $200 make me an offer!"
male,When three 1.75 L bottles only cost you $45 <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B1><U+008C> #AllSet
male,Looking for 2 edc 3 day pass for 350 .
male,Quickest way to edc right here! Screw 3+ hours in traffic
male,Looking for a 3 day general admission ! Anyone got a extra one message me plz !<U+274C><U+2B55><U+FE0F><U+274C><U+2B55><U+FE0F>
male,"Rave Bae, I will find you and give you unlimited shoulder rides and massages <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
male,Have fun and be safe everyone!
female,"Making kandi on the plane .. this sweet lady from the Philippines <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD> asked to make one.. afterwards, she gave us some chocolate!! :)"
male,I have 2 friends that just showed up to Vegas they need tickets for all 3 days. Call me and name your price 209-814-5963
female,"Day GA EDC
$400 - Granite Bay, CA

Selling 3 Day GA EDC ticket

$400 OBO

Has to be picked up by Will Call but I have pictures of everything you'll need (photo ID and credit card used to purchase) to pick it up yourself and I will forward all emails as well (including the confirmation order #, additional instructions on where/how to pick up, and an email from Front gate tickets confirming that someone else can successfully pick up the ticket). And my number in case anything fishy happens :)"
male,"Hello everyone, I just wanted to share with y'all about my experience in edclv 2015 being a noob and never have gone to a rave or festival edc 15 was my first. I didn't come fully prepared, forgetting one of the most essential things to bring to a festival in a dessert which would be the water camel backpack, I did buy an insomniac refillable bottle but it was uncomfortable to carry along and also was empty very often. As I waited for a friend next to the merch booth some guy came up to me asking if I needed a water backpack and at first I thought he was joking but he handed it to me and he just skipped away maybe he was high as fuck idk but it's still an awesome thing to do. This of course made my day I was so happy because I knew I wouldn't overheat or have to worry about leaving the set midway. 
 Just wanted to share that because I partially feel like I want to thank him in a way with this post since I didn't thank him then and I want to remind you guys that being selfless goes a long way. Let's actually be PLUR. Not just just today or during EDC but carry along that attitude towards others anytime of the year!"
male,"Hey guys! I really need help. Quite literally stranded at the Venetian Casino. Long story short, booked hotel through someone and it turned out to be a scam and now I'm here looking for a place to crash for the weekend or atleast for tonight. If any of y'all humble people have space in your room, I'd love to split. Please hit me up if you do. Thanks. Pull-over couches work too"
male,where the late night homies at
male,We up in this bitch!!!
female,Hello I have a VIP Sunday pass for EDC for sale Hmu if interested will be in Vegas.
male,"Whats good fam, 

Still got an extra queen bed in our hotel room checking in tomorrow afternoon! Message me for the deets!

See you at EDC!"
male,$300 in hand for a GA.
male,Looking for a Sunday pass for a friend <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>
female,3 hrs more. On our way to LAS VEGAS from Mx <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+0093><ed><U+00A0><U+00BC><ed><U+00B7><U+00B2><ed><U+00A0><U+00BC><ed><U+00B7><U+00BD> Luis Eduardo
male,"Making bracelets at the airport, as we wait for our flight to Vegas!   EDC - Here we come!"
male,"I know it's late , but My homie is looking for Friday ticket or Saturday hmu pls!"
male,I need 2 3day VIP or GA unregistered ... I'm willing to pay 700-800$ .. will meet in Vegas !!! I know it's last minute so someone please give me a deal I've been looking for days !!
female,Totally messed up my reservation at circus circus.. thought check in was on Friday... instead it was on Thursday. I tried to call them but I caught it to late.... do you think I'll be okay?
male,We going hard and have a group for our crew partying tonight if anyone wants to join our whatsapp world ... post up <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>. Need to dance your ass off
male,"Need 2 GA tickets ASAP make your best offer, LA/SFV area, mobile PLUR"
male,does anyone have an extra room or ride to edc?
male,Is anyone leaving from Vegas on Monday to California?
male,Who's at hard rock hotel?
male,Let's go out tonight
female,Last minnnnnnnn... I need 2 Friday tix <ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
male,Last EDC wristbands 3 day GA available info inbox
male,Any1 drivin right now on 58 and jct 395 stuck in traffic and admiring our beautiful <ed><U+00A0><U+00BC><ed><U+00BC><U+0099>
female,Someone please tell me my brother in law can get in with his US passport card????? His dl is expired
male,"Need a ride?! Well I need a ticket! Willing to trade a free ride from LA and back for a GA or VIP weekend pass! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>

(I have a Ford Fusion SE so I can fit extra ppl and tents, too <U+2764><U+FE0F>)

#PLUR
#AllLove
#LetsGoooo!!!"
male,Buying 8 shuttle passes for the linq* dropping 90 each (already in vegas)
male,Need to buy a Friday ticket if anyone got one. $100
male,"VIP
$600 - Las Vegas, NV

VIP EDC TICKET ALL 3 days! $600 or best offer"
male,"Kaskade ticket
$60 - San Antonio, TX

Kaskade ticket for sale $60 text me 915-637-6774"
male,Is it cool if I can walk in with some non open bottles lol <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
male,If you buy a registered ticket is there a way to change a registered ticket to your own name ? I'm not trying to get scammed
male,Who hitting up Omnia??
female,http://www.thenowreport.vegas/article/local-entertainment/weekend-heat-causes-concern-edc/
male,"staying at stratosphere, who wants to meet up?"
male,Who's selling GA tickets ?
male,<ed><U+00A0><U+00BC><ed><U+00BD><U+0083><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>?
male,<ed><U+00A0><U+00BD><ed><U+00B1><U+00BD><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
female,Yassss
male,"#NeonGarden #Techno 

#nocturnalrebound !!!"
female,"We are at XS to see Chainsmoker. 
Who is going there?"
female,Is it a consular ID acceptable at EDC? Just to enter not to consume alcohol.
male,Anyone wanna share a ride from the airport to Tropicana at like 11:30 Vegas time?
male,Selling one Sunday wristband and 2 Sunday MGM shuttle.
male,"Selling two general admission tickets unregistered 
Unfortunately my brother got into a bad car accident just now and won't be able to make it anymore. 
Just trying to recoup my money the passes will be overnighted to you guaranteed in Vegas if I can get them sold before 4 today. 

Asking 600 for both tickets.

300/Each 

Taking a huge loss I need the money as soon as possible any help would be appreciated 

Venmo/PayPal/Cashapp/"
female,I have 2 general admission not registered can meet up now in Vegas. 750 for both.
male,Is anyone crazy as me lol coming from Chicago.     At least I'm making some progress. <ed><U+00A0><U+00BD><ed><U+00BA><U+0097>
female,"Hey! My roommate went to the iheartraves/emazing lights pop up store earlier tonight and dropped $200. If anyone found cash lying on the ground outside the pop up store, please let me know! It was all the money she had left."
